id,timestamp,periodOfDay,neighborhood,start_latitude,start_longitude,finish_latitude,finish_longitude,currency_code,distance,duration,high_estimate,low_estimate,product_id
1,2017-10-29 13:39:29.122787,afternoon,Pitimbu,-5.8323,-35.2054,-5.876271,-35.2245,BRL,4.44,660,16.0,12.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:39:29.122787,afternoon,Pitimbu,-5.8323,-35.2054,-5.876271,-35.2245,BRL,4.44,660,19.0,14.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:39:30.552931,afternoon,Planalto,-5.8323,-35.2054,-5.858102,-35.251586,BRL,6.5,1020,22.0,17.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:39:30.552931,afternoon,Planalto,-5.8323,-35.2054,-5.858102,-35.251586,BRL,6.5,1020,26.0,20.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:39:31.783796,afternoon,Ponta Negra,-5.8323,-35.2054,-5.877522,-35.176073,BRL,4.72,660,17.0,13.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:39:31.783796,afternoon,Ponta Negra,-5.8323,-35.2054,-5.877522,-35.176073,BRL,4.72,660,20.0,15.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:39:33.112852,afternoon,Neópolis,-5.8323,-35.2054,-5.870513,-35.208176,BRL,4.14,660,15.0,11.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:39:33.112852,afternoon,Neópolis,-5.8323,-35.2054,-5.870513,-35.208176,BRL,4.14,660,18.0,14.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:39:34.648221,afternoon,Capim Macio,-5.8323,-35.2054,-5.862753,-35.195597,BRL,3.17,540,13.0,9.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:39:34.648221,afternoon,Capim Macio,-5.8323,-35.2054,-5.862753,-35.195597,BRL,3.17,540,15.0,11.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:00.377291,afternoon,Pitimbu,-5.8323,-35.2054,-5.876271,-35.2245,BRL,4.44,660,16.0,12.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:00.377291,afternoon,Pitimbu,-5.8323,-35.2054,-5.876271,-35.2245,BRL,4.44,660,19.0,14.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:01.361263,afternoon,Planalto,-5.8323,-35.2054,-5.858102,-35.251586,BRL,6.5,1020,22.0,17.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:01.361263,afternoon,Planalto,-5.8323,-35.2054,-5.858102,-35.251586,BRL,6.5,1020,26.0,20.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:02.629724,afternoon,Ponta Negra,-5.8323,-35.2054,-5.877522,-35.176073,BRL,4.72,600,17.0,13.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:02.629724,afternoon,Ponta Negra,-5.8323,-35.2054,-5.877522,-35.176073,BRL,4.72,600,20.0,15.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:04.064956,afternoon,Neópolis,-5.8323,-35.2054,-5.870513,-35.208176,BRL,4.14,660,15.0,11.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:04.064956,afternoon,Neópolis,-5.8323,-35.2054,-5.870513,-35.208176,BRL,4.14,660,18.0,14.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:05.292747,afternoon,Capim Macio,-5.8323,-35.2054,-5.862753,-35.195597,BRL,3.17,480,13.0,9.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:05.292747,afternoon,Capim Macio,-5.8323,-35.2054,-5.862753,-35.195597,BRL,3.17,480,15.0,11.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:06.418879,afternoon,Lagoa Azul,-5.8323,-35.2054,-5.734177,-35.253802,BRL,10.8,1680,32.0,26.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:06.418879,afternoon,Lagoa Azul,-5.8323,-35.2054,-5.734177,-35.253802,BRL,10.8,1680,38.0,31.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:07.647532,afternoon,Pajuçara,-5.8323,-35.2054,-5.751781,-35.234665,BRL,9.68,1440,30.0,24.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:07.647532,afternoon,Pajuçara,-5.8323,-35.2054,-5.751781,-35.234665,BRL,9.68,1440,36.0,28.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:10.108148,afternoon,Lagoa Seca,-5.8323,-35.2054,-5.809191,-35.209374,BRL,3.0,540,12.0,9.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:10.108148,afternoon,Lagoa Seca,-5.8323,-35.2054,-5.809191,-35.209374,BRL,3.0,540,15.0,11.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:16.475345,afternoon,Barro Vermelho,-5.8323,-35.2054,-5.800741,-35.211056,BRL,3.68,660,14.0,11.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:16.475345,afternoon,Barro Vermelho,-5.8323,-35.2054,-5.800741,-35.211056,BRL,3.68,660,17.0,13.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:29.357096,afternoon,Candelária,-5.8323,-35.2054,-5.841737,-35.210463,BRL,1.75,360,9.0,7.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:29.357096,afternoon,Candelária,-5.8323,-35.2054,-5.841737,-35.210463,BRL,1.75,360,11.0,8.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:32.080961,afternoon,Praia do Meio,-5.8323,-35.2054,-5.779198,-35.197163,BRL,5.05,960,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:32.080961,afternoon,Praia do Meio,-5.8323,-35.2054,-5.779198,-35.197163,BRL,5.05,960,22.0,17.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:35.194701,afternoon,Rocas,-5.8323,-35.2054,-5.771832,-35.203091,BRL,5.8,960,20.0,15.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:35.194701,afternoon,Rocas,-5.8323,-35.2054,-5.771832,-35.203091,BRL,5.8,960,24.0,18.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:39.021832,afternoon,Santos Reis,-5.8323,-35.2054,-5.763226,-35.196786,BRL,6.33,1020,21.0,16.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:39.021832,afternoon,Santos Reis,-5.8323,-35.2054,-5.763226,-35.196786,BRL,6.33,1020,25.0,20.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:43.012892,afternoon,Redinha,-5.8323,-35.2054,-5.742772,-35.205806,BRL,8.59,1260,26.0,21.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:43.012892,afternoon,Redinha,-5.8323,-35.2054,-5.742772,-35.205806,BRL,8.59,1260,31.0,25.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:44.106375,afternoon,Salinas,-5.8323,-35.2054,-5.763117,-35.247973,BRL,8.47,1440,27.0,21.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:44.106375,afternoon,Salinas,-5.8323,-35.2054,-5.763117,-35.247973,BRL,8.47,1440,32.0,25.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:45.334281,afternoon,Igapó,-5.8323,-35.2054,-5.769009,-35.254755,BRL,7.45,1260,25.0,19.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:45.334281,afternoon,Igapó,-5.8323,-35.2054,-5.769009,-35.254755,BRL,7.45,1260,29.0,23.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:46.794662,afternoon,Nossa Senhora da Apresentação,-5.8323,-35.2054,-5.763654,-35.282543,BRL,9.3,1440,29.0,23.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:46.794662,afternoon,Nossa Senhora da Apresentação,-5.8323,-35.2054,-5.763654,-35.282543,BRL,9.3,1440,35.0,27.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:48.097087,afternoon,Potengi,-5.8323,-35.2054,-5.758634,-35.24701,BRL,8.63,1500,27.0,22.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:48.097087,afternoon,Potengi,-5.8323,-35.2054,-5.758634,-35.24701,BRL,8.63,1500,32.0,26.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:49.226512,afternoon,Ribeira,-5.8323,-35.2054,-5.774943,-35.205578,BRL,5.7,1020,20.0,15.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:49.226512,afternoon,Ribeira,-5.8323,-35.2054,-5.774943,-35.205578,BRL,5.7,1020,24.0,18.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:50.661801,afternoon,Cidade Alta,-5.8323,-35.2054,-5.785291,-35.206464,BRL,5.03,900,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:50.661801,afternoon,Cidade Alta,-5.8323,-35.2054,-5.785291,-35.206464,BRL,5.03,900,21.0,16.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:52.094853,afternoon,Alecrim,-5.8323,-35.2054,-5.796158,-35.216566,BRL,4.21,1020,17.0,13.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:52.094853,afternoon,Alecrim,-5.8323,-35.2054,-5.796158,-35.216566,BRL,4.21,1020,19.0,15.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:53.216987,afternoon,Nordeste,-5.8323,-35.2054,-5.796215,-35.245141,BRL,5.89,1140,20.0,15.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:53.216987,afternoon,Nordeste,-5.8323,-35.2054,-5.796215,-35.245141,BRL,5.89,1140,24.0,18.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:54.556637,afternoon,Quintas,-5.8323,-35.2054,-5.79729,-35.226006,BRL,4.78,1020,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:54.556637,afternoon,Quintas,-5.8323,-35.2054,-5.79729,-35.226006,BRL,4.78,1020,21.0,16.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:55.780199,afternoon,Bom Pastor,-5.8323,-35.2054,-5.813764,-35.240721,BRL,3.75,660,14.0,11.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:55.780199,afternoon,Bom Pastor,-5.8323,-35.2054,-5.813764,-35.240721,BRL,3.75,660,17.0,13.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:58.337669,afternoon,Dix-Sept Rosado,-5.8323,-35.2054,-5.812036,-35.223915,BRL,3.23,600,13.0,10.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:58.337669,afternoon,Dix-Sept Rosado,-5.8323,-35.2054,-5.812036,-35.223915,BRL,3.23,600,15.0,12.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:43:59.570197,afternoon,Nossa Senhora de Nazaré,-5.8323,-35.2054,-5.815939,-35.229249,BRL,3.11,600,13.0,9.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:43:59.570197,afternoon,Nossa Senhora de Nazaré,-5.8323,-35.2054,-5.815939,-35.229249,BRL,3.11,600,15.0,11.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:01.529143,afternoon,Lagoa Nova,-5.8323,-35.2054,-5.819743,-35.21292,BRL,2.11,360,10.0,7.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:01.529143,afternoon,Lagoa Nova,-5.8323,-35.2054,-5.819743,-35.21292,BRL,2.11,360,11.0,9.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:02.843023,afternoon,Mãe Luiza,-5.8323,-35.2054,-5.794771,-35.188619,BRL,5.14,900,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:02.843023,afternoon,Mãe Luiza,-5.8323,-35.2054,-5.794771,-35.188619,BRL,5.14,900,21.0,17.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:04.211549,afternoon,Nova Descoberta,-5.8323,-35.2054,-5.82483,-35.200026,BRL,1.23,240,8.0,6.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:04.211549,afternoon,Nova Descoberta,-5.8323,-35.2054,-5.82483,-35.200026,BRL,1.23,240,9.0,6.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:05.406105,afternoon,Tirol,-5.8323,-35.2054,-5.791699,-35.197358,BRL,4.88,780,17.0,13.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:05.406105,afternoon,Tirol,-5.8323,-35.2054,-5.791699,-35.197358,BRL,4.88,780,20.0,16.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:06.635746,afternoon,Petrópolis,-5.8323,-35.2054,-5.782001,-35.195196,BRL,5.0,780,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:06.635746,afternoon,Petrópolis,-5.8323,-35.2054,-5.782001,-35.195196,BRL,5.0,780,21.0,16.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:07.708075,afternoon,Areia Preta,-5.8323,-35.2054,-5.789477,-35.188454,BRL,5.18,840,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:07.708075,afternoon,Areia Preta,-5.8323,-35.2054,-5.789477,-35.188454,BRL,5.18,840,21.0,17.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:08.899372,afternoon,Cidade Nova,-5.8323,-35.2054,-5.834856,-35.242523,BRL,4.83,1020,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:08.899372,afternoon,Cidade Nova,-5.8323,-35.2054,-5.834856,-35.242523,BRL,4.83,1020,21.0,16.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:10.157034,afternoon,Cidade da Esperança,-5.8323,-35.2054,-5.825376,-35.242751,BRL,4.25,780,16.0,12.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:10.157034,afternoon,Cidade da Esperança,-5.8323,-35.2054,-5.825376,-35.242751,BRL,4.25,780,18.0,14.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:11.332357,afternoon,Felipe Camarão,-5.8323,-35.2054,-5.824374,-35.25007,BRL,5.18,960,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:11.332357,afternoon,Felipe Camarão,-5.8323,-35.2054,-5.824374,-35.25007,BRL,5.18,960,21.0,17.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
1,2017-10-29 13:44:12.301675,afternoon,Guarapes,-5.8323,-35.2054,-5.84158,-35.274691,BRL,9.06,1560,28.0,22.0,65cb1829-9761-40f8-acc6-92d700fe2924
1,2017-10-29 13:44:12.301675,afternoon,Guarapes,-5.8323,-35.2054,-5.84158,-35.274691,BRL,9.06,1560,33.0,26.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:43.506157,afternoon,Pitimbu,-5.8323,-35.2054,-5.876271,-35.2245,BRL,4.44,660,16.0,12.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:43.506157,afternoon,Pitimbu,-5.8323,-35.2054,-5.876271,-35.2245,BRL,4.44,660,19.0,14.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:44.532754,afternoon,Planalto,-5.8323,-35.2054,-5.858102,-35.251586,BRL,6.5,1020,22.0,17.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:44.532754,afternoon,Planalto,-5.8323,-35.2054,-5.858102,-35.251586,BRL,6.5,1020,26.0,20.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:45.864174,afternoon,Ponta Negra,-5.8323,-35.2054,-5.877522,-35.176073,BRL,4.72,600,17.0,13.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:45.864174,afternoon,Ponta Negra,-5.8323,-35.2054,-5.877522,-35.176073,BRL,4.72,600,20.0,15.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:47.706846,afternoon,Neópolis,-5.8323,-35.2054,-5.870513,-35.208176,BRL,4.14,660,15.0,11.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:47.706846,afternoon,Neópolis,-5.8323,-35.2054,-5.870513,-35.208176,BRL,4.14,660,18.0,14.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:49.450462,afternoon,Capim Macio,-5.8323,-35.2054,-5.862753,-35.195597,BRL,3.17,480,13.0,9.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:49.450462,afternoon,Capim Macio,-5.8323,-35.2054,-5.862753,-35.195597,BRL,3.17,480,15.0,11.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:50.589655,afternoon,Lagoa Azul,-5.8323,-35.2054,-5.734177,-35.253802,BRL,10.8,1680,32.0,26.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:50.589655,afternoon,Lagoa Azul,-5.8323,-35.2054,-5.734177,-35.253802,BRL,10.8,1680,38.0,31.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:52.113317,afternoon,Pajuçara,-5.8323,-35.2054,-5.751781,-35.234665,BRL,9.58,1560,30.0,24.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:52.113317,afternoon,Pajuçara,-5.8323,-35.2054,-5.751781,-35.234665,BRL,9.58,1560,36.0,28.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:53.548357,afternoon,Lagoa Seca,-5.8323,-35.2054,-5.809191,-35.209374,BRL,3.0,540,12.0,9.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:53.548357,afternoon,Lagoa Seca,-5.8323,-35.2054,-5.809191,-35.209374,BRL,3.0,540,15.0,11.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:55.080530,afternoon,Barro Vermelho,-5.8323,-35.2054,-5.800741,-35.211056,BRL,3.65,660,14.0,11.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:55.080530,afternoon,Barro Vermelho,-5.8323,-35.2054,-5.800741,-35.211056,BRL,3.65,660,17.0,13.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:56.616701,afternoon,Candelária,-5.8323,-35.2054,-5.841737,-35.210463,BRL,1.75,360,9.0,7.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:56.616701,afternoon,Candelária,-5.8323,-35.2054,-5.841737,-35.210463,BRL,1.75,360,11.0,8.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:58.190105,afternoon,Praia do Meio,-5.8323,-35.2054,-5.779198,-35.197163,BRL,5.05,960,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:58.190105,afternoon,Praia do Meio,-5.8323,-35.2054,-5.779198,-35.197163,BRL,5.05,960,22.0,17.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:45:59.893532,afternoon,Rocas,-5.8323,-35.2054,-5.771832,-35.203091,BRL,5.8,960,20.0,15.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:45:59.893532,afternoon,Rocas,-5.8323,-35.2054,-5.771832,-35.203091,BRL,5.8,960,24.0,18.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:01.130043,afternoon,Santos Reis,-5.8323,-35.2054,-5.763226,-35.196786,BRL,6.33,1020,21.0,16.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:01.130043,afternoon,Santos Reis,-5.8323,-35.2054,-5.763226,-35.196786,BRL,6.33,1020,25.0,20.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:02.145953,afternoon,Redinha,-5.8323,-35.2054,-5.742772,-35.205806,BRL,8.59,1320,26.0,21.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:02.145953,afternoon,Redinha,-5.8323,-35.2054,-5.742772,-35.205806,BRL,8.59,1320,31.0,25.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:03.188390,afternoon,Salinas,-5.8323,-35.2054,-5.763117,-35.247973,BRL,8.47,1440,27.0,21.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:03.188390,afternoon,Salinas,-5.8323,-35.2054,-5.763117,-35.247973,BRL,8.47,1440,32.0,25.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:04.296682,afternoon,Igapó,-5.8323,-35.2054,-5.769009,-35.254755,BRL,7.45,1260,25.0,19.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:04.296682,afternoon,Igapó,-5.8323,-35.2054,-5.769009,-35.254755,BRL,7.45,1260,29.0,23.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:05.325644,afternoon,Nossa Senhora da Apresentação,-5.8323,-35.2054,-5.763654,-35.282543,BRL,9.3,1440,29.0,23.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:05.325644,afternoon,Nossa Senhora da Apresentação,-5.8323,-35.2054,-5.763654,-35.282543,BRL,9.3,1440,35.0,28.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:06.738206,afternoon,Potengi,-5.8323,-35.2054,-5.758634,-35.24701,BRL,8.63,1500,27.0,22.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:06.738206,afternoon,Potengi,-5.8323,-35.2054,-5.758634,-35.24701,BRL,8.63,1500,32.0,26.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:07.902827,afternoon,Ribeira,-5.8323,-35.2054,-5.774943,-35.205578,BRL,5.7,1080,20.0,15.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:07.902827,afternoon,Ribeira,-5.8323,-35.2054,-5.774943,-35.205578,BRL,5.7,1080,24.0,18.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:09.556750,afternoon,Cidade Alta,-5.8323,-35.2054,-5.785291,-35.206464,BRL,5.03,900,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:09.556750,afternoon,Cidade Alta,-5.8323,-35.2054,-5.785291,-35.206464,BRL,5.03,900,21.0,16.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:11.322478,afternoon,Alecrim,-5.8323,-35.2054,-5.796158,-35.216566,BRL,4.21,1020,17.0,13.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:11.322478,afternoon,Alecrim,-5.8323,-35.2054,-5.796158,-35.216566,BRL,4.21,1020,20.0,15.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:12.590707,afternoon,Nordeste,-5.8323,-35.2054,-5.796215,-35.245141,BRL,5.89,1140,20.0,15.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:12.590707,afternoon,Nordeste,-5.8323,-35.2054,-5.796215,-35.245141,BRL,5.89,1140,24.0,18.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:13.941035,afternoon,Quintas,-5.8323,-35.2054,-5.79729,-35.226006,BRL,4.78,1020,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:13.941035,afternoon,Quintas,-5.8323,-35.2054,-5.79729,-35.226006,BRL,4.78,1020,21.0,16.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:15.065517,afternoon,Bom Pastor,-5.8323,-35.2054,-5.813764,-35.240721,BRL,3.75,660,14.0,11.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:15.065517,afternoon,Bom Pastor,-5.8323,-35.2054,-5.813764,-35.240721,BRL,3.75,660,17.0,13.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:16.277032,afternoon,Dix-Sept Rosado,-5.8323,-35.2054,-5.812036,-35.223915,BRL,3.23,600,13.0,10.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:16.277032,afternoon,Dix-Sept Rosado,-5.8323,-35.2054,-5.812036,-35.223915,BRL,3.23,600,15.0,12.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:17.707666,afternoon,Nossa Senhora de Nazaré,-5.8323,-35.2054,-5.815939,-35.229249,BRL,3.11,600,13.0,9.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:17.707666,afternoon,Nossa Senhora de Nazaré,-5.8323,-35.2054,-5.815939,-35.229249,BRL,3.11,600,15.0,11.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:19.159953,afternoon,Lagoa Nova,-5.8323,-35.2054,-5.819743,-35.21292,BRL,2.11,360,10.0,7.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:19.159953,afternoon,Lagoa Nova,-5.8323,-35.2054,-5.819743,-35.21292,BRL,2.11,360,12.0,9.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
2,2017-10-29 13:46:24.265472,afternoon,Mãe Luiza,-5.8323,-35.2054,-5.794771,-35.188619,BRL,5.14,900,18.0,14.0,65cb1829-9761-40f8-acc6-92d700fe2924
2,2017-10-29 13:46:24.265472,afternoon,Mãe Luiza,-5.8323,-35.2054,-5.794771,-35.188619,BRL,5.14,900,21.0,17.0,bf8f99ca-f5f2-40d4-8ffc-52f1e2b17138
