HYPER_PARAM,FEATURES,K_FOLDS,OUTPUT,AVG_RMSE,AVG_RMSE_%_AREA,STD_RMSE,CV_RMSE,AVG_MAE,AVG_MAE_%_AREA,STD_MAE,CV_MAE
8,"DMC, DC",3,area,56.9549149569,4.43322403275,30.6135256908,2.38287806983,19.1141446431,1.48779583749,3.92603365902,0.305592358162
8,"DMC, DC",5,area,60.1435026354,4.68141549327,31.3321560129,2.43881440503,20.9394554138,1.62987333127,5.68923651897,0.442835531982
8,"DMC, DC",7,area,57.1807830953,4.45080502748,36.8875739264,2.87123384109,20.6324748993,1.6059787579,7.08646342033,0.551592078858
8,"DMC, DC",9,area,53.5280959745,4.16648926051,37.9944685237,2.95739166845,19.8900144365,1.54818754586,7.84491082269,0.610627673139
8,"DMC, DC",10,area,54.6126059328,4.25090472518,39.4171800741,3.06813187483,20.2558794022,1.5766655334,7.3054376656,0.568636470679
8,"DMC, DC",11,area,50.7511093723,3.95033576871,42.2815980469,3.29109079957,20.1651521163,1.56960355491,10.2878404735,0.800779031389
8,"DMC, DC",15,area,46.5088331833,3.62012790572,45.7991637802,3.56488906539,19.5872656504,1.52462235934,11.6594510106,0.907541666385
8,"DMC, DC",19,area,45.4798349824,3.54003333342,47.4749274782,3.69532619984,19.6073329323,1.52618434492,12.849863798,1.00020033477
8,"DMC, DC",23,area,43.8457009161,3.4128365424,47.7588797355,3.71742831292,19.4938244612,1.5173491376,11.8880447013,0.92533481109
9,"DMC, DC",3,area,56.261836933,4.37927662269,31.4413560556,2.44731425538,19.3637460073,1.50722416544,3.9072599137,0.304131058131
9,"DMC, DC",5,area,59.9223615925,4.6642024435,31.1881404951,2.42760460769,20.8064865112,1.61952337403,5.50691928293,0.428644427439
9,"DMC, DC",7,area,55.9629501987,4.35601204834,37.4337993767,2.91375062467,20.4397239685,1.5909755214,6.86976990079,0.534725212858
9,"DMC, DC",9,area,52.7369974646,4.10491218803,38.6029425112,3.00475371801,19.8796598646,1.54738157263,7.81091774851,0.60798173971
9,"DMC, DC",10,area,54.0557196383,4.2075581289,40.0361027437,3.11630722292,20.3251522064,1.58205755024,7.50063590612,0.583830199467
9,"DMC, DC",11,area,50.9667056257,3.96711722634,42.644283196,3.31932127837,20.4591677406,1.59248897459,10.5038295496,0.817591065325
9,"DMC, DC",15,area,47.6182991241,3.70648587985,45.294066332,3.52557357967,20.2791886648,1.57847986642,11.2441028971,0.875212037943
9,"DMC, DC",19,area,45.9888022402,3.57965003517,47.3713588289,3.68726468266,20.1298625344,1.56685670466,12.7824183739,0.994950556499
9,"DMC, DC",23,area,43.0950038802,3.3544042167,48.7568969985,3.79511140873,19.5160154882,1.51907643004,12.9701962831,1.00956670579
10,"DMC, DC",3,area,55.5818055342,4.32634472836,32.0137774831,2.49187006643,18.9860169093,1.47782270436,3.76071935031,0.292724717732
10,"DMC, DC",5,area,59.362097701,4.62059294376,31.7048643652,2.46782506418,20.8630344391,1.62392491924,5.48165635705,0.42667802629
10,"DMC, DC",7,area,54.981218639,4.27959658978,37.7352773994,2.93721689824,19.875878879,1.54708727043,6.63549826054,0.516490111173
10,"DMC, DC",9,area,53.3086934466,4.14941153228,38.4600166133,2.99362873387,19.865922504,1.54631229182,7.40856152339,0.576663366427
10,"DMC, DC",10,area,53.3108558015,4.14957984442,40.3693486397,3.14224622601,20.3117003441,1.58101049189,7.27215033278,0.566045470342
10,"DMC, DC",11,area,50.1916401734,3.90678812581,42.7860598456,3.33035680798,19.980438926,1.55522595545,9.7267436743,0.75710470027
10,"DMC, DC",15,area,47.9228183058,3.73018886941,44.9533949259,3.49905659398,20.1079880397,1.56515405027,11.2702235542,0.877245202681
10,"DMC, DC",19,area,45.1714720073,3.51603115287,47.3097529461,3.68246943925,19.8339075289,1.54382032854,12.5665627648,0.978148911296
10,"DMC, DC",23,area,44.1451074886,3.43614157961,48.2584460839,3.75631327207,19.731444421,1.53584486386,12.770796037,0.994045903703
11,"DMC, DC",3,area,55.8826660285,4.34976293511,32.0247102193,2.49272104249,19.5614217122,1.52261073368,3.70293766597,0.288227140098
11,"DMC, DC",5,area,58.3400929126,4.5410427207,32.1697340133,2.50400932146,20.2742809296,1.57809786094,5.35669122998,0.41695106234
11,"DMC, DC",7,area,54.035469902,4.20598194154,37.7361771027,2.93728692883,19.5502225331,1.5217390184,6.4721242369,0.503773497541
11,"DMC, DC",9,area,53.108492707,4.13382842183,38.660555379,3.00923815539,20.2061767578,1.57279680745,7.75451743634,0.603591684531
11,"DMC, DC",10,area,52.5996907247,4.0942245847,40.7557712138,3.1723243649,20.0853610039,1.56339282003,7.23022282042,0.562781940661
11,"DMC, DC",11,area,49.7642369421,3.87352015801,43.0103539564,3.34781528444,20.0248594284,1.55868353307,9.80870747044,0.763484551264
11,"DMC, DC",15,area,47.03697634,3.6612372101,45.2019484248,3.51840335879,19.727328078,1.53552445831,11.2035795035,0.872057801252
11,"DMC, DC",19,area,44.6698249225,3.47698423455,47.376850824,3.68769216543,19.7159507651,1.53463887755,12.4081198808,0.965816124882
11,"DMC, DC",23,area,43.8131640732,3.41030395826,48.2853847298,3.75841010695,19.7377505095,1.53633571356,12.6527963721,0.984861113401
12,"DMC, DC",3,area,55.8570016543,4.34776528626,32.1635973391,2.50353165853,19.5627978643,1.52271784982,3.7485522459,0.291777661632
12,"DMC, DC",5,area,58.0719307467,4.5201696677,32.4083973112,2.52258625848,20.3334623337,1.58270438916,5.30407914877,0.412855873312
12,"DMC, DC",7,area,54.0737771386,4.20896367827,37.7896692945,2.94145062341,19.6822005681,1.53201184905,6.4707294368,0.50366492989
12,"DMC, DC",9,area,52.4650625924,4.08374547728,38.969901549,3.03331686531,19.9006757736,1.54901739691,7.6115000211,0.592459576919
12,"DMC, DC",10,area,52.0217706342,4.04924077187,40.8816297224,3.18212086737,19.7203689575,1.53498277828,7.3143181333,0.569327703435
12,"DMC, DC",11,area,49.2233554806,3.83141933676,43.3654168227,3.37545246436,20.0227772973,1.55852146534,10.1160294886,0.787405706407
12,"DMC, DC",15,area,46.7084162275,3.63566293634,45.1800947732,3.51670232678,19.5702525775,1.52329810551,10.8886477777,0.847544326051
12,"DMC, DC",19,area,43.9813408317,3.42339440442,47.5841229791,3.70382569666,19.2330737365,1.49705297211,12.1947780946,0.949210149187
12,"DMC, DC",23,area,42.9821992858,3.34562379733,48.5117242418,3.77602779219,19.3841955973,1.50881590891,12.5678550936,0.978249502843
13,"DMC, DC",3,area,56.074312008,4.36468016504,32.1463430811,2.50218863149,19.9066238403,1.54948037912,3.60124139113,0.280311363733
13,"DMC, DC",5,area,57.4980220061,4.47549808803,32.6238932037,2.53935990427,20.3696704865,1.58552273861,5.48453912924,0.42690241386
13,"DMC, DC",7,area,54.0306118654,4.20560380447,38.054253093,2.9620451455,19.9893229348,1.55591746384,6.87550573033,0.535171675071
13,"DMC, DC",9,area,52.2236613532,4.06495542596,39.0300415422,3.03799800764,19.7181641261,1.53481115987,7.21885162774,0.561896836281
13,"DMC, DC",10,area,51.5509130826,4.01259043159,41.0545998646,3.19558441817,19.426278019,1.51209149633,7.23275870349,0.562979327275
13,"DMC, DC",11,area,48.6294531885,3.78519151048,43.4198849062,3.37969211983,19.4043877342,1.51038761289,9.82099235475,0.76444077505
13,"DMC, DC",15,area,46.1134966743,3.58935592908,45.625578471,3.55137763157,19.2126004537,1.49545938445,11.3388961346,0.882590499644
13,"DMC, DC",19,area,44.9962617059,3.50239323383,47.218016521,3.67532891196,19.657457176,1.53008588708,12.2659676109,0.954751357961
13,"DMC, DC",23,area,43.2524090926,3.36665623342,48.2862544375,3.75847780276,19.4118664576,1.51096973747,12.5189395406,0.974442042058
14,"DMC, DC",3,area,55.7390703632,4.338585818,32.6086139664,2.53817060775,20.0388615926,1.5597734255,3.89943182957,0.303521740204
14,"DMC, DC",5,area,57.3924600878,4.46728141992,32.7344592058,2.54796607738,20.5063251495,1.59615958597,5.3426300408,0.415856575554
14,"DMC, DC",7,area,53.9630809165,4.20034736917,37.945662195,2.9535927094,20.0396971021,1.55983845941,6.73790301376,0.524461033671
14,"DMC, DC",9,area,52.6055619852,4.09468158851,38.7819006252,3.01868335713,20.0155904558,1.55796206009,7.05139729745,0.548862622079
14,"DMC, DC",10,area,51.2971800198,3.99284050285,41.228874941,3.20914954171,20.0385433197,1.55974865195,7.86935561035,0.612530392512
14,"DMC, DC",11,area,48.3194968301,3.76106530507,43.2961152263,3.37005820641,19.5191893144,1.5193234725,9.84223662353,0.76609437427
14,"DMC, DC",15,area,45.6398376746,3.55248753129,45.7402640185,3.56030445949,19.574875323,1.52365792813,11.6817392678,0.909276526981
14,"DMC, DC",19,area,44.6132077467,3.47257729926,47.413933399,3.69057857765,19.6286893644,1.52784667465,12.2460954449,0.953204559691
14,"DMC, DC",23,area,43.1860463295,3.3614907267,48.3335171022,3.76215660698,19.454028793,1.51425154518,12.412813561,0.966181468871
15,"DMC, DC",3,area,55.3517836439,4.30844041627,32.8546439089,2.55732094543,19.7197319667,1.53493319655,3.88907610543,0.302715677283
15,"DMC, DC",5,area,57.5178552787,4.47704185893,32.3951864691,2.52155796052,20.5506496429,1.59960969048,5.05914381718,0.393790737331
15,"DMC, DC",7,area,53.5255914333,4.16629431348,38.1034755459,2.96587649458,20.1032366071,1.56478421099,6.71449884614,0.522639313484
15,"DMC, DC",9,area,51.9502695407,4.04367531073,38.8500684664,3.0239893665,19.7343935437,1.53607441598,7.24864698253,0.564216030034
15,"DMC, DC",10,area,51.3380284447,3.99602003914,41.2732348235,3.21260240082,20.2833378792,1.5788028306,8.08218830052,0.629096741488
15,"DMC, DC",11,area,48.26850496,3.75709622911,43.356976581,3.37479549767,19.6945261522,1.53297124081,9.57449420495,0.74525399332
15,"DMC, DC",15,area,45.5635547872,3.54654986761,45.7179528239,3.55856781351,19.633862559,1.5282493428,11.4238786935,0.889205323365
15,"DMC, DC",19,area,44.8876562368,3.49393966357,47.2966416024,3.681448886,19.846776109,1.5448219857,12.2379262522,0.952568690753
15,"DMC, DC",23,area,42.9494506028,3.34307472411,48.3028887191,3.75977257245,19.682238102,1.53201477059,12.8113487835,0.997202425143
16,"DMC, DC",3,area,55.3538196015,4.30859888997,32.8408162259,2.55624463416,19.836382548,1.54401297766,3.70278180978,0.288215008654
16,"DMC, DC",5,area,56.8186994642,4.42262136929,32.9872107021,2.56763960351,20.4113965988,1.58877059183,5.0472915267,0.392868185536
16,"DMC, DC",7,area,53.730033855,4.18220758554,37.7799326715,2.94069274973,20.3002962385,1.58012282565,6.21512823313,0.48376958987
16,"DMC, DC",9,area,51.8237906124,4.03383051638,38.9034997703,3.02814832171,20.1048207813,1.56490751903,6.98219184978,0.543475848101
16,"DMC, DC",10,area,51.0642096972,3.97470669238,41.2733618663,3.2126122895,20.1817792892,1.57089777127,7.73582755875,0.602136912549
16,"DMC, DC",11,area,48.5310775246,3.77753420192,43.1263872276,3.35684701571,19.9575358304,1.55344323742,9.35228540885,0.727957832384
16,"DMC, DC",15,area,45.3538336653,3.5302257151,45.7981585062,3.56481081746,19.5944284121,1.52517989028,11.1112826343,0.864873650434
16,"DMC, DC",19,area,44.6295261944,3.47384748524,47.481556117,3.69584215602,20.0200428712,1.55830862464,12.2608894489,0.954356086897
16,"DMC, DC",23,area,43.1329348998,3.35735666967,48.1920433323,3.75114465275,19.9100616082,1.54974796612,12.6214257373,0.982419303907
17,"DMC, DC",3,area,55.8031580264,4.3435742368,32.6632161218,2.54242069903,20.1003694534,1.56456103912,3.5789023723,0.278572551987
17,"DMC, DC",5,area,56.3877160587,4.38907472994,33.1922175341,2.58359680783,20.1536439896,1.56870779194,4.99402371574,0.388721956191
17,"DMC, DC",7,area,53.2491235774,4.14477476693,38.0234230849,2.95964541699,20.0080759866,1.55737715314,6.30688112667,0.490911399018
17,"DMC, DC",9,area,51.6770564097,4.0224091036,39.1228679642,3.04522337748,20.2310278151,1.5747311498,7.33185439224,0.570692680709
17,"DMC, DC",10,area,50.6809597152,3.9448754999,41.5456090056,3.23380330632,19.8914448738,1.54829888742,7.83122906971,0.60956272069
17,"DMC, DC",11,area,48.4271480264,3.7694445972,43.2192355577,3.36407409082,19.9709412835,1.5544866834,9.40249277049,0.731865844229
17,"DMC, DC",15,area,45.8887398041,3.57186143261,45.4685601921,3.53915573276,19.8428144773,1.54451362248,10.6581782416,0.829605170367
17,"DMC, DC",19,area,44.0072170681,3.42540854408,47.6658713612,3.71018878038,19.8424948642,1.54448874462,12.2625418547,0.954484705915
17,"DMC, DC",23,area,42.4419736928,3.30357402719,48.3356010012,3.76231881231,19.7239025572,1.53525782459,12.6386149899,0.983757271107
18,"DMC, DC",3,area,55.5246981159,4.32189963386,32.8345152641,2.55575418351,19.9126475652,1.54994925036,3.61090320023,0.281063414094
18,"DMC, DC",5,area,56.0764496688,4.36484655506,33.0053725882,2.569053278,20.096462059,1.5642568976,4.69596434059,0.365521781349
18,"DMC, DC",7,area,53.0729721174,4.13106359053,38.1588563077,2.97018719058,20.0175113678,1.55811157893,6.25053348276,0.486525443402
18,"DMC, DC",9,area,51.4280359961,4.00302599534,39.1821300388,3.04983618488,20.0256462097,1.5587447741,7.17276479311,0.558309555657
18,"DMC, DC",10,area,50.4743455399,3.92879318412,41.6075330273,3.23862331284,19.9786840439,1.55508935995,7.73488487403,0.602063536397
18,"DMC, DC",11,area,48.1813606248,3.75031313828,43.2843593797,3.36914316156,19.899946993,1.5489606705,9.32742238098,0.726022558269
18,"DMC, DC",15,area,45.5204267436,3.54319289167,45.6156814379,3.55060727198,19.6428133329,1.52894604801,10.776978377,0.83885226723
18,"DMC, DC",19,area,43.6956710656,3.40115860487,47.7688419101,3.71820374296,19.8006109187,1.54122860608,12.2144529809,0.950741591708
18,"DMC, DC",23,area,42.7085875495,3.32432656379,48.2258218956,3.7537738892,19.9121895044,1.54991359608,12.3962858343,0.964894993154
19,"DMC, DC",3,area,55.6253729604,4.32973590472,32.2387702843,2.50938292716,19.9489835103,1.55277754684,3.22805319051,0.251263354427
19,"DMC, DC",5,area,55.7813784903,4.34187897376,33.1826265217,2.58285026809,19.9238372803,1.55082022899,4.8070056336,0.374164949883
19,"DMC, DC",7,area,52.8009444249,4.10988965489,38.0469095475,2.96147354281,19.9586117608,1.55352698508,6.16629636569,0.479968642954
19,"DMC, DC",9,area,51.2836794403,3.99178965248,39.2000720342,3.05123274364,19.9044716093,1.54931285499,6.99002924954,0.544085891132
19,"DMC, DC",10,area,50.3125465038,3.91619916347,41.6771438803,3.24404164252,20.0631708145,1.56166559278,7.65662681346,0.595972130323
19,"DMC, DC",11,area,47.9706048092,3.73390844788,43.3520918895,3.37441528585,19.7662923119,1.53855733402,9.17225699883,0.71394488417
19,"DMC, DC",15,area,45.1679145265,3.51575424772,45.7171692748,3.55850682407,19.5298523903,1.52015345889,10.7833268296,0.839346414443
19,"DMC, DC",19,area,43.5230213063,3.38771999184,47.7948507567,3.72022820465,19.7066766086,1.53391700107,12.1892387092,0.948778977679
19,"DMC, DC",23,area,42.3892817589,3.29947262263,48.3553015284,3.76385225066,19.7589570543,1.53798637644,12.428800992,0.967425889369
