HYPER_PARAM,FEATURES,K_FOLDS,OUTPUT,AVG_RMSE,AVG_RMSE_%_AVG,STD_RMSE,STD_RMSE_%_AVG,AVG_MAE,AVG_MAE_%_AVG,STD_MAE,STD_MAE_%_AVG
1,temp,9,area,64.873080826,5.04955289211,38.8221205385,3.02181349408,20.5526104053,1.59976205833,6.74803865548,0.525249882925
1,temp,9,area_adjusted,1.85587755274,1.67041810434,0.122847987537,0.11057168193,1.32978388032,1.19689742745,0.129186049752,0.116276376108
1,temp,10,area,62.7649747113,4.88546336232,42.5061009692,3.30856500645,20.9785222474,1.63291393499,9.87037803623,0.768284707994
1,temp,10,area_adjusted,1.91461730417,1.72328794162,0.221359448372,0.199238807313,1.39319106075,1.25396827353,0.186026764848,0.167436949402
1,temp,11,area,61.4211694166,4.78086503239,43.8398251277,3.41237864681,20.249729207,1.57618656891,8.65094904125,0.673367507671
1,temp,11,area_adjusted,1.86414200045,1.67785667864,0.176758089902,0.159094501157,1.33181149587,1.19872242163,0.1568501249,0.14117595631
1,temp,13,area,62.9797382331,4.90217999962,44.4935811579,3.46326532601,21.4809467456,1.67202135899,9.89445642686,0.770158907669
1,temp,13,area_adjusted,1.90644407123,1.71593146692,0.186203569574,0.167596085879,1.35666500959,1.22109230224,0.143110102132,0.128808985895
1,temp,15,area,57.3936224479,4.46737118895,48.7260505261,3.79270979923,20.4506868347,1.59182859111,11.2236653969,0.873621097433
1,temp,15,area_adjusted,1.8518045297,1.66675210202,0.245479193699,0.220948245637,1.33701173189,1.20340299357,0.213521279769,0.192183913676
1,temp,17,area,55.7517374571,4.33957110611,49.1673214849,3.82705718983,19.8885838077,1.54807594471,10.8264275793,0.842701132705
1,temp,17,area_adjusted,1.853513315,1.66829012692,0.170607495068,0.153558540582,1.34535808887,1.21091529188,0.147709909898,0.132949130895
1,temp,19,area,59.2680941267,4.61327521827,49.956327458,3.88847137492,21.5823496241,1.67991429689,12.1719328336,0.947431783104
1,temp,19,area_adjusted,1.85728296266,1.67168307044,0.228350570592,0.205531300646,1.3347896955,1.20140300719,0.22100322348,0.198918180283
1,temp,21,area,54.7412673014,4.2609187216,51.27161064,3.99084961734,20.4081730159,1.58851942536,12.6423259192,0.984045964757
1,temp,21,area_adjusted,1.87728499043,1.68968627828,0.224737477298,0.202279266889,1.37158850524,1.23452448006,0.225329526312,0.202812151932
1,temp,23,area,55.0563514026,4.28544405344,52.0222291085,4.04927581833,21.0248247121,1.63651799914,13.6786952807,1.06471427648
1,temp,23,area_adjusted,1.85259402318,1.66746270073,0.307863911466,0.277098804621,1.37867796748,1.24090548621,0.287017924576,0.258335975223
1,RH,3,area,59.3894932002,4.62272460829,26.2896317855,2.04631697038,19.1971190124,1.49425411272,4.36989023286,0.340140958046
1,RH,3,area_adjusted,1.95387369777,1.75862140987,0.0832858815541,0.0749630514032,1.38387257148,1.24558098894,0.0526083457453,0.0473511482708
1,RH,5,area,99.9493738077,7.77980085344,88.0264149175,6.85174855841,31.6694800224,2.46507044837,23.846023412,1.85611281216
1,RH,5,area_adjusted,2.0934958071,1.8842909611,0.170368021012,0.153342997376,1.47033673961,1.323404718,0.0885850608694,0.0797326791479
1,RH,7,area,55.9668592012,4.3563156265,36.0818670897,2.80851925014,17.6276815465,1.37209315792,5.21945536484,0.406268911499
1,RH,7,area_adjusted,1.87693076639,1.68936745215,0.120174936047,0.108165750787,1.31086146165,1.17986594244,0.102708895293,0.0924451065867
1,RH,9,area,83.1823484053,6.47469894469,81.5612604066,6.34851764594,27.053784029,2.10579660542,23.1190732964,1.79952889458
